epoch,step,batch,train_loss,train_xyz_loss,train_class_loss
1,31,31,1.2105236053466797,0.5175547003746033,1.3859379291534424
1,32,32,0.897080659866333,0.4334084391593933,0.9273443818092346
1,33,33,1.0304526090621948,0.6303173899650574,0.8002704381942749
1,34,34,0.9722872972488403,0.5858523845672607,0.7728697657585144
1,35,35,0.8673055171966553,0.4320664405822754,0.8704781532287598
1,36,36,1.0387682914733887,0.589326798915863,0.8988829255104065
1,37,37,0.8790050148963928,0.4666299819946289,0.8247500658035278
1,38,38,0.9809961318969727,0.5666525363922119,0.8286871314048767
1,39,39,0.9190676212310791,0.5022649168968201,0.8336054682731628
1,40,40,0.8961869478225708,0.5303457975387573,0.731682300567627
1,41,41,0.7545806169509888,0.3343197703361511,0.8405217528343201
1,42,42,0.8834948539733887,0.5553215742111206,0.6563465595245361
1,43,43,0.8493563532829285,0.48368701338768005,0.7313386797904968
1,44,44,0.9000036120414734,0.4734588861465454,0.853089451789856
1,45,45,0.9803522825241089,0.5995715260505676,0.7615615725517273
1,46,46,1.1030347347259521,0.7567960619926453,0.6924773454666138
1,47,47,0.9763185977935791,0.6250129342079163,0.7026112675666809
1,48,48,1.0012003183364868,0.6145570278167725,0.7732865810394287
1,49,49,0.8129739761352539,0.47077322006225586,0.6844015717506409
1,50,50,1.064710259437561,0.7494835257530212,0.6304534673690796
1,51,51,0.9802654981613159,0.5723521709442139,0.8158265948295593
1,52,52,1.0315444469451904,0.5795423984527588,0.9040041565895081
1,53,53,0.9335883855819702,0.614412784576416,0.6383511424064636
1,54,54,0.9511734247207642,0.6824266314506531,0.5374935865402222
1,55,55,0.8285447359085083,0.4542190432548523,0.7486513257026672
1,56,56,0.7300901412963867,0.3803848624229431,0.699410617351532
1,57,57,0.8985103964805603,0.5091670751571655,0.7786866426467896
1,58,58,0.8083473443984985,0.5659722685813904,0.48475009202957153
1,59,59,0.8251733779907227,0.42243051528930664,0.8054857850074768
1,60,60,0.935880184173584,0.5923163890838623,0.6871275901794434
1,61,61,0.7190823554992676,0.3610731065273285,0.7160184979438782
1,62,62,0.7818567752838135,0.5744170546531677,0.4148794412612915
1,63,63,1.053788185119629,0.7568769454956055,0.5938224196434021
1,64,64,0.9595538377761841,0.6690689921379089,0.5809697508811951
1,65,65,0.808905839920044,0.44222140312194824,0.7333688735961914
1,66,66,0.7311217784881592,0.4288075864315033,0.6046283841133118
1,67,67,0.7844583988189697,0.5747012495994568,0.41951435804367065
1,68,68,0.7206754684448242,0.4276442229747772,0.5860624313354492
1,69,69,0.7719638347625732,0.5252237319946289,0.49348023533821106
1,70,70,0.6814223527908325,0.5078429579734802,0.3471587300300598
1,71,71,0.7440914511680603,0.36502593755722046,0.7581310272216797
1,72,72,0.763463020324707,0.5843244194984436,0.35827717185020447
1,73,73,0.7889949679374695,0.5071654319763184,0.5636590719223022
1,74,74,0.6786035895347595,0.4882557988166809,0.3806956112384796
1,75,75,0.724146842956543,0.4326725900173187,0.5829485654830933
1,76,76,1.150611400604248,0.7291705012321472,0.8428817987442017
1,77,77,0.7491469979286194,0.378757119178772,0.7407797574996948
1,78,78,0.9332191944122314,0.6604837775230408,0.5454708337783813
1,79,79,0.8405095338821411,0.4722597002983093,0.7364997267723083
1,80,80,0.7223962545394897,0.4025629758834839,0.6396665573120117
1,81,81,0.8457942008972168,0.5660887360572815,0.5594109892845154
1,82,82,0.7808347940444946,0.42189210653305054,0.7178853154182434
1,83,83,0.5775101184844971,0.34063029289245605,0.4737596809864044
1,84,84,0.7246811985969543,0.49860715866088867,0.45214810967445374
1,85,85,0.6827244758605957,0.3709287643432617,0.623591423034668
1,86,86,0.658175528049469,0.496126651763916,0.32409775257110596
1,87,87,0.5845609903335571,0.37782394886016846,0.41347405314445496
1,88,88,0.6008502244949341,0.4565665125846863,0.2885674834251404
1,89,89,0.5319650769233704,0.32044076919555664,0.42304864525794983
1,90,90,0.7026275396347046,0.5113292336463928,0.3825966417789459
1,91,91,0.5547134280204773,0.3395141065120697,0.4303986132144928
1,92,92,0.6035450100898743,0.44657930731773376,0.313931405544281
1,93,93,0.6514062881469727,0.42727917432785034,0.4482542872428894
1,94,94,0.6559343338012695,0.5037773847579956,0.3043138384819031
1,95,95,0.6314105987548828,0.4495561122894287,0.3637090027332306
1,96,96,0.5176598429679871,0.37397658824920654,0.28736647963523865
1,97,97,0.5874854326248169,0.4902336895465851,0.19450345635414124
2,98,1,0.5454462170600891,0.3273059129714966,0.43628057837486267
2,99,2,0.6034011840820312,0.4075547158718109,0.39169296622276306
2,100,3,0.4192935824394226,0.2900310158729553,0.25852516293525696
2,101,4,0.4925718903541565,0.3291783034801483,0.32678714394569397
2,102,5,0.5865054130554199,0.37982791662216187,0.4133549928665161
2,103,6,0.5995694398880005,0.3602619171142578,0.47861501574516296
2,104,7,0.47543826699256897,0.3376619219779968,0.2755526900291443
2,105,8,0.5033462643623352,0.33220672607421875,0.3422791063785553
2,106,9,0.5845421552658081,0.39103782176971436,0.3870086371898651
2,107,10,0.5707488656044006,0.4543103575706482,0.23287701606750488
2,108,11,0.5633587837219238,0.315152108669281,0.49641329050064087
2,109,12,0.5011764764785767,0.34582647681236267,0.310699999332428
2,110,13,0.6397978067398071,0.4928213059902191,0.293953001499176
2,111,14,0.4074096977710724,0.30842122435569763,0.1979769468307495
2,112,15,0.6152619123458862,0.41721639037132263,0.396091103553772
2,113,16,0.4445984363555908,0.3255719542503357,0.23805293440818787
2,114,17,0.4733682870864868,0.3511880338191986,0.2443605363368988
2,115,18,0.6409153938293457,0.3099731206893921,0.6618845462799072
2,116,19,0.6367186307907104,0.3984178900718689,0.47660142183303833
2,117,20,0.5063905715942383,0.3626897931098938,0.28740158677101135
2,118,21,0.45969241857528687,0.31395119428634644,0.29148241877555847
2,119,22,0.38419264554977417,0.2623233497142792,0.24373860657215118
2,120,23,0.5483843088150024,0.3311687111854553,0.43443119525909424
2,121,24,0.4011037051677704,0.2768767774105072,0.24845384061336517
2,122,25,0.47724393010139465,0.36447858810424805,0.22553066909313202
2,123,26,0.4339066445827484,0.29314762353897095,0.28151804208755493
2,124,27,0.37893572449684143,0.2546122074127197,0.2486470341682434
2,125,28,0.4379372000694275,0.24737893044948578,0.3811165690422058
2,126,29,0.4188598394393921,0.24100521206855774,0.3557092547416687
2,127,30,0.47975394129753113,0.3940678536891937,0.171372190117836
2,128,31,0.418944776058197,0.2914646565914154,0.25496020913124084
2,129,32,0.6803187131881714,0.5264517664909363,0.3077339231967926
2,130,33,0.4215185046195984,0.3318593502044678,0.17931833863258362
2,131,34,0.4872031807899475,0.34425267577171326,0.2859010100364685
2,132,35,0.41797685623168945,0.25521132349967957,0.32553109526634216
2,133,36,0.4481147527694702,0.2916473150253296,0.31293487548828125
2,134,37,0.3441885709762573,0.2719150483608246,0.14454703032970428
2,135,38,0.415821373462677,0.34888142347335815,0.13387992978096008
2,136,39,0.2652851641178131,0.18062984943389893,0.16931064426898956
2,137,40,0.3269568383693695,0.24048906564712524,0.17293556034564972
2,138,41,0.339662104845047,0.2873598337173462,0.1046045646071434
2,139,42,0.37271812558174133,0.31602415442466736,0.11338795721530914
2,140,43,0.41942909359931946,0.3130916953086853,0.2126747965812683
2,141,44,0.4764532148838043,0.4045652747154236,0.14377588033676147
2,142,45,0.43526872992515564,0.3215140104293823,0.22750945389270782
2,143,46,0.41764113306999207,0.31159406900405884,0.21209414303302765
2,144,47,0.25681474804878235,0.19673530757427216,0.12015888094902039
2,145,48,0.3098694682121277,0.20293208956718445,0.2138747274875641
2,146,49,0.337822288274765,0.2896122634410858,0.09642007201910019
2,147,50,0.38245195150375366,0.25045353174209595,0.2639968693256378
2,148,51,0.3819318115711212,0.3322337567806244,0.09939613193273544
2,149,52,0.5019593834877014,0.4254063069820404,0.1531061828136444
2,150,53,0.47104036808013916,0.3912418782711029,0.1595970094203949
2,151,54,0.37574440240859985,0.302746057510376,0.14599670469760895
2,152,55,0.26520514488220215,0.21825794875621796,0.09389436990022659
2,153,56,0.3859865069389343,0.2891443967819214,0.19368422031402588
2,154,57,0.35515594482421875,0.3097078800201416,0.09089615941047668
2,155,58,0.42301350831985474,0.2785089612007141,0.28900906443595886
2,156,59,0.3295828700065613,0.27745378017425537,0.1042582094669342
2,157,60,0.3419091999530792,0.26131922006607056,0.16117994487285614
2,158,61,0.3912923336029053,0.30675172805786133,0.1690812110900879
2,159,62,0.31379079818725586,0.24518828094005585,0.13720501959323883
2,160,63,0.3583661615848541,0.26239749789237976,0.19193734228610992
2,161,64,0.2872750759124756,0.2461923360824585,0.08216549456119537
2,162,65,0.25482627749443054,0.21897408366203308,0.07170440256595612
2,163,66,0.34664320945739746,0.24039801955223083,0.21249040961265564
2,164,67,0.3365253210067749,0.2704339623451233,0.13218270242214203
2,165,68,0.4361553192138672,0.25643104314804077,0.35944852232933044
2,166,69,0.4703754484653473,0.41079002618789673,0.11917082965373993
2,167,70,0.20000913739204407,0.17726704478263855,0.04548420011997223
2,168,71,0.5360895991325378,0.439893901348114,0.19239141047000885
2,169,72,0.33341675996780396,0.2961897850036621,0.0744539424777031
2,170,73,0.4858885407447815,0.34855660796165466,0.27466389536857605
2,171,74,0.3672066330909729,0.18007318675518036,0.37426692247390747
2,172,75,0.25799429416656494,0.17369350790977478,0.1686016023159027
2,173,76,0.3241514563560486,0.2779366374015808,0.09242965281009674
2,174,77,0.4524384140968323,0.38518571853637695,0.13450539112091064
2,175,78,0.3334248661994934,0.289649099111557,0.08755156397819519
2,176,79,0.3205348253250122,0.2536509335041046,0.13376781344413757
2,177,80,0.3035711646080017,0.17964604496955872,0.2478502094745636
2,178,81,0.356921523809433,0.23967626690864563,0.2344905287027359
2,179,82,0.4459048807621002,0.3724740743637085,0.14686159789562225
2,180,83,0.32796502113342285,0.2743220329284668,0.1072859913110733
2,181,84,0.2869305908679962,0.17388424277305603,0.22609268128871918
2,182,85,0.40318357944488525,0.28258955478668213,0.24118801951408386
2,183,86,0.3123820722103119,0.24288980662822723,0.1389845311641693
2,184,87,0.23461347818374634,0.2140195071697235,0.04118794575333595
2,185,88,0.31387484073638916,0.2303691953420639,0.1670113056898117
2,186,89,0.36441248655319214,0.31142476201057434,0.10597541928291321
2,187,90,0.3848382234573364,0.2497413158416748,0.27019378542900085
2,188,91,0.35123395919799805,0.28497061133384705,0.1325267106294632
2,189,92,0.21001988649368286,0.19451448321342468,0.031010791659355164
2,190,93,0.40610063076019287,0.3833272457122803,0.045546770095825195
2,191,94,0.24768751859664917,0.22568291425704956,0.04400920867919922
2,192,95,0.2859016954898834,0.21178874373435974,0.14822588860988617
2,193,96,0.2716361880302429,0.24673400819301605,0.04980436712503433
2,194,97,0.3404390215873718,0.32089871168136597,0.039080604910850525
3,195,1,0.36960694193840027,0.2932186722755432,0.1527765393257141
3,196,2,0.2692294716835022,0.20143702626228333,0.13558490574359894
3,197,3,0.33253058791160583,0.2913840711116791,0.08229302614927292
3,198,4,0.4234617054462433,0.40138375759124756,0.044155921787023544
3,199,5,0.4836392402648926,0.3755510747432709,0.2161763459444046
3,200,6,0.27172550559043884,0.217790886759758,0.1078692153096199
3,201,7,0.32728058099746704,0.26577579975128174,0.1230095773935318
3,202,8,0.23351675271987915,0.21265769004821777,0.041718121618032455
3,203,9,0.4015311598777771,0.29344141483306885,0.21617946028709412
3,204,10,0.248891219496727,0.2274661511182785,0.04285012558102608
3,205,11,0.3667837381362915,0.33072689175605774,0.07211372256278992
3,206,12,0.3891434669494629,0.28454405069351196,0.20919883251190186
3,207,13,0.1849251091480255,0.15224355459213257,0.0653630942106247
3,208,14,0.30597540736198425,0.2441965937614441,0.12355764955282211
3,209,15,0.2819331884384155,0.24711619317531586,0.06963400542736053
3,210,16,0.23094907402992249,0.20216958224773407,0.057558998465538025
3,211,17,0.296356737613678,0.24218007922172546,0.10835330933332443
3,212,18,0.3690207898616791,0.3073049783706665,0.12343163043260574
3,213,19,0.26616382598876953,0.25681358575820923,0.0187004916369915
3,214,20,0.2293926477432251,0.21180459856987,0.0351761057972908
3,215,21,0.2872214615345001,0.2397647351026535,0.09491346776485443
3,216,22,0.2202886939048767,0.1972164511680603,0.04614448547363281
3,217,23,0.39767324924468994,0.23298156261444092,0.32938334345817566
3,218,24,0.31687042117118835,0.22685381770133972,0.18003320693969727
3,219,25,0.19013506174087524,0.16102640330791473,0.058217305690050125
3,220,26,0.25834453105926514,0.21013157069683075,0.09642590582370758
3,221,27,0.24318072199821472,0.19381940364837646,0.09872265160083771
3,222,28,0.2901078760623932,0.24668119847774506,0.08685336261987686
3,223,29,0.26754656434059143,0.20030741393566132,0.13447830080986023
3,224,30,0.2998363971710205,0.2570574879646301,0.08555782586336136
3,225,31,0.18857906758785248,0.13503757119178772,0.10708299279212952
3,226,32,0.2633734345436096,0.1998641937971115,0.12701846659183502
3,227,33,0.2402382642030716,0.1322956383228302,0.2158852517604828
3,228,34,0.21429455280303955,0.18819747865200043,0.052194152027368546
3,229,35,0.21696627140045166,0.19777052104473114,0.038391511887311935
3,230,36,0.21082927286624908,0.13903182744979858,0.143594890832901
3,231,37,0.23750530183315277,0.20967541635036469,0.05565977469086647
3,232,38,0.2290884554386139,0.17812129855155945,0.10193432122468948
3,233,39,0.29565536975860596,0.23203334212303162,0.12724408507347107
3,234,40,0.30140429735183716,0.2917511463165283,0.01930631324648857
3,235,41,0.23515558242797852,0.17733252048492432,0.1156461164355278
3,236,42,0.2727014124393463,0.228264719247818,0.08887337148189545
3,237,43,0.2973896563053131,0.20015931129455566,0.1944607049226761
3,238,44,0.22436627745628357,0.18103580176830292,0.0866609439253807
3,239,45,0.19930025935173035,0.16551509499549866,0.06757034361362457
3,240,46,0.2748880386352539,0.2122199982404709,0.12533606588840485
3,241,47,0.20609746873378754,0.14806687831878662,0.11606117337942123
3,242,48,0.29014042019844055,0.2385067194700241,0.1032673791050911
3,243,49,0.2578689157962799,0.23361727595329285,0.04850327596068382
3,244,50,0.2480643391609192,0.1704668402671814,0.15519499778747559
3,245,51,0.15055930614471436,0.1296120434999466,0.04189452901482582
3,246,52,0.2813434898853302,0.20001618564128876,0.1626545935869217
3,247,53,0.17697273194789886,0.11875663697719574,0.11643219739198685
3,248,54,0.2889765501022339,0.24684898555278778,0.08425511419773102
3,249,55,0.2954872250556946,0.2541114389896393,0.08275154232978821
3,250,56,0.25060394406318665,0.1819170117378235,0.13737386465072632
3,251,57,0.15287236869335175,0.13384689390659332,0.038050953298807144
3,252,58,0.30599522590637207,0.26110124588012695,0.08978797495365143
3,253,59,0.3310777246952057,0.27484363317489624,0.1124681681394577
3,254,60,0.17637401819229126,0.1535681188106537,0.04561179131269455
3,255,61,0.22130484879016876,0.1832592785358429,0.07609113305807114
3,256,62,0.19538317620754242,0.1840786635875702,0.022609036415815353
3,257,63,0.1881994903087616,0.13089227676391602,0.11461444199085236
3,258,64,0.3596037030220032,0.33443349599838257,0.0503404326736927
3,259,65,0.3118840456008911,0.29676103591918945,0.030246030539274216
3,260,66,0.19359636306762695,0.14592808485031128,0.09533656388521194
3,261,67,0.23081916570663452,0.17970304191112518,0.10223224759101868
3,262,68,0.20800907909870148,0.16835209727287292,0.07931395620107651
3,263,69,0.20146828889846802,0.1720169186592102,0.05890275537967682
3,264,70,0.34854161739349365,0.30456680059432983,0.08794960379600525
3,265,71,0.21184968948364258,0.16456077992916107,0.09457780420780182
3,266,72,0.17624607682228088,0.13931548595428467,0.07386118918657303
3,267,73,0.22527062892913818,0.1955646127462387,0.059412047266960144
3,268,74,0.23840010166168213,0.2034367322921753,0.06992673128843307
3,269,75,0.2229764759540558,0.15379607677459717,0.13836079835891724
3,270,76,0.2193020135164261,0.19885699450969696,0.04089002683758736
3,271,77,0.33707916736602783,0.2760921120643616,0.12197411805391312
3,272,78,0.2624616026878357,0.2324407398700714,0.06004172936081886
3,273,79,0.2861364185810089,0.2167077362537384,0.1388573795557022
3,274,80,0.269542932510376,0.1994066685438156,0.14027254283428192
3,275,81,0.234298974275589,0.21310600638389587,0.042385928332805634
3,276,82,0.20028743147850037,0.1401914358139038,0.12019198387861252
3,277,83,0.23138415813446045,0.22071203589439392,0.021344255656003952
3,278,84,0.17587633430957794,0.15750278532505035,0.036747101694345474
3,279,85,0.2085636854171753,0.16009283065795898,0.09694172441959381
3,280,86,0.22624269127845764,0.19156716763973236,0.06935106217861176
3,281,87,0.23446008563041687,0.2022077739238739,0.06450463086366653
3,282,88,0.29291024804115295,0.2503945231437683,0.08503147214651108
3,283,89,0.3014998733997345,0.22732210159301758,0.14835552871227264
3,284,90,0.24636587500572205,0.20173048973083496,0.08927075564861298
3,285,91,0.20674005150794983,0.1829395592212677,0.047600992023944855
3,286,92,0.2507486045360565,0.18088138103485107,0.1397344321012497
3,287,93,0.28531885147094727,0.20506803691387177,0.1605016142129898
3,288,94,0.2659779489040375,0.1672087162733078,0.19753846526145935
3,289,95,0.16313785314559937,0.13019171357154846,0.06589226424694061
3,290,96,0.2011178880929947,0.14723443984985352,0.10776690393686295
3,291,97,0.18184739351272583,0.11460375785827637,0.13448725640773773
4,292,1,0.22204899787902832,0.1537838876247406,0.13653023540973663
4,293,2,0.19380202889442444,0.15217721462249756,0.08324962109327316
4,294,3,0.13418832421302795,0.11863021552562714,0.031116215512156487
4,295,4,0.23079544305801392,0.13468900322914124,0.19221287965774536
4,296,5,0.15321502089500427,0.12429939955472946,0.05783124268054962
4,297,6,0.21415595710277557,0.16124841570854187,0.105815090239048
4,298,7,0.22912941873073578,0.18252234160900116,0.09321416169404984
4,299,8,0.27022692561149597,0.162074476480484,0.21630488336086273
4,300,9,0.16283616423606873,0.1186605915427208,0.08835116028785706
4,301,10,0.4308299720287323,0.3104332685470581,0.2407933920621872
4,302,11,0.23764564096927643,0.1913423389196396,0.09260660409927368
4,303,12,0.1963401585817337,0.18000702559947968,0.03266627714037895
4,304,13,0.23989471793174744,0.21147561073303223,0.05683821812272072
4,305,14,0.16076868772506714,0.13854004442691803,0.04445727914571762
4,306,15,0.2859802842140198,0.22632169723510742,0.11931714415550232
4,307,16,0.1945963054895401,0.14058686792850494,0.10801887512207031
4,308,17,0.13921542465686798,0.10488645732402802,0.06865793466567993
4,309,18,0.16262736916542053,0.12769830226898193,0.0698581263422966
4,310,19,0.18782947957515717,0.1603798270225525,0.05489930137991905
4,311,20,0.1460222452878952,0.13531391322612762,0.02141665667295456
4,312,21,0.1985572874546051,0.11962676048278809,0.15786106884479523
4,313,22,0.19756284356117249,0.17666208744049072,0.041801515966653824
4,314,23,0.18855690956115723,0.15798139572143555,0.06115104258060455
4,315,24,0.16536767780780792,0.15136119723320007,0.028012966737151146
4,316,25,0.20346781611442566,0.1386556476354599,0.12962432205677032
4,317,26,0.16597971320152283,0.15349186956882477,0.024975702166557312
4,318,27,0.13543951511383057,0.10890092700719833,0.05307718366384506
4,319,28,0.17558369040489197,0.15762507915496826,0.03591722249984741
4,320,29,0.24181927740573883,0.22427742183208466,0.03508370369672775
4,321,30,0.28718090057373047,0.25561535358428955,0.06313110142946243
4,322,31,0.16666412353515625,0.14209094643592834,0.04914633929729462
4,323,32,0.13701307773590088,0.11842368543148041,0.037178780883550644
4,324,33,0.2176002413034439,0.1675722450017929,0.1000560000538826
4,325,34,0.16136763989925385,0.15183177590370178,0.019071727991104126
4,326,35,0.17314580082893372,0.1644619256258011,0.017367741093039513
4,327,36,0.25004351139068604,0.24172571301460266,0.016635578125715256
4,328,37,0.1828819364309311,0.15169821679592133,0.062367431819438934
4,329,38,0.209738090634346,0.18049387633800507,0.05848843604326248
4,330,39,0.132533460855484,0.1178419440984726,0.029383042827248573
4,331,40,0.11633210629224777,0.09626849740743637,0.0401272177696228
4,332,41,0.1674436628818512,0.12417858839035034,0.08653013408184052
4,333,42,0.2527111768722534,0.20769135653972626,0.09003965556621552
4,334,43,0.19124186038970947,0.16466164588928223,0.05316043645143509
4,335,44,0.39471107721328735,0.2760232090950012,0.23737572133541107
4,336,45,0.1458589881658554,0.13668149709701538,0.018354972824454308
4,337,46,0.15117767453193665,0.13157853484153748,0.03919828310608864
4,338,47,0.1587195098400116,0.11125107854604721,0.09493687748908997
4,339,48,0.3330673277378082,0.2582471966743469,0.1496402621269226
4,340,49,0.27259913086891174,0.21967729926109314,0.105843685567379
4,341,50,0.16939929127693176,0.1559973955154419,0.02680378034710884
4,342,51,0.21170388162136078,0.17051875591278076,0.08237025141716003
4,343,52,0.17795470356941223,0.15975402295589447,0.03640136495232582
4,344,53,0.4090428948402405,0.3365156650543213,0.14505448937416077
4,345,54,0.29706549644470215,0.2577073574066162,0.07871627062559128
4,346,55,0.31555378437042236,0.14447973668575287,0.3421481251716614
4,347,56,0.2262357473373413,0.17074351012706757,0.11098448187112808
4,348,57,0.16982410848140717,0.1171448826789856,0.10535845160484314
4,349,58,0.1975550800561905,0.18087956309318542,0.03335103020071983
4,350,59,0.2082008719444275,0.13781842589378357,0.14076489210128784
4,351,60,0.1580861359834671,0.1407299041748047,0.03471245989203453
4,352,61,0.19937166571617126,0.1622680425643921,0.07420723140239716
4,353,62,0.19144248962402344,0.17397789657115936,0.034929193556308746
4,354,63,0.27501052618026733,0.23891329765319824,0.07219448685646057
4,355,64,0.17929303646087646,0.16194891929626465,0.03468823805451393
4,356,65,0.17721213400363922,0.13785681128501892,0.0787106528878212
4,357,66,0.15845990180969238,0.13443195819854736,0.048055898398160934
4,358,67,0.22363221645355225,0.18842343986034393,0.07041754573583603
4,359,68,0.17087018489837646,0.12892107665538788,0.08389821648597717
4,360,69,0.23125794529914856,0.1389809548854828,0.18455399572849274
4,361,70,0.18578390777111053,0.14876879751682281,0.07403022050857544
4,362,71,0.17664295434951782,0.16142481565475464,0.030436277389526367
4,363,72,0.20118677616119385,0.1750493049621582,0.052274927496910095
4,364,73,0.14754065871238708,0.14048627018928528,0.014108791016042233
4,365,74,0.13985341787338257,0.1267099678516388,0.026286885142326355
4,366,75,0.14944876730442047,0.13788142800331116,0.023134678602218628
4,367,76,0.22185303270816803,0.20770272612571716,0.028300605714321136
4,368,77,0.14363716542720795,0.11967011541128159,0.04793411120772362
4,369,78,0.16916309297084808,0.1602647304534912,0.0177967119961977
4,370,79,0.14725446701049805,0.13643676042556763,0.021635424345731735
4,371,80,0.1808687001466751,0.1519761085510254,0.05778518319129944
4,372,81,0.17374297976493835,0.15589776635169983,0.035690438002347946
4,373,82,0.19768276810646057,0.1675477921962738,0.06026996672153473
4,374,83,0.16082701086997986,0.13938120007514954,0.04289163649082184
4,375,84,0.1116701140999794,0.10228212922811508,0.01877596601843834
4,376,85,0.15882588922977448,0.13942544162273407,0.038800887763500214
4,377,86,0.15771964192390442,0.13209636509418488,0.051246561110019684
4,378,87,0.13465481996536255,0.1232985109090805,0.02271261252462864
4,379,88,0.17153097689151764,0.14146094024181366,0.06014006584882736
4,380,89,0.30208370089530945,0.27406877279281616,0.05602988228201866
4,381,90,0.17012256383895874,0.15959686040878296,0.021051418036222458
4,382,91,0.10913069546222687,0.09133263677358627,0.035596124827861786
4,383,92,0.1622045338153839,0.1151425689458847,0.09412392228841782
4,384,93,0.19945843517780304,0.14366227388381958,0.11159233003854752
4,385,94,0.14418137073516846,0.13605956733226776,0.016243617981672287
4,386,95,0.18873421847820282,0.12854212522506714,0.12038418650627136
4,387,96,0.1766231805086136,0.14328137040138245,0.06668362766504288
4,388,97,0.19219264388084412,0.15870438516139984,0.06697653234004974
5,389,1,0.16887716948986053,0.15335601568222046,0.031042303889989853
5,390,2,0.1750354766845703,0.15519995987415314,0.03967104107141495
5,391,3,0.15895424783229828,0.15036746859550476,0.01717356964945793
5,392,4,0.1564635932445526,0.1267354041337967,0.05945637449622154
5,393,5,0.21247786283493042,0.19478407502174377,0.035387586802244186
5,394,6,0.13050030171871185,0.11747749894857407,0.026045605540275574
5,395,7,0.22357213497161865,0.18928132951259613,0.06858159601688385
5,396,8,0.22541862726211548,0.19293388724327087,0.06496946513652802
5,397,9,0.1361372321844101,0.12206733226776123,0.02813979983329773
5,398,10,0.17866182327270508,0.13070017099380493,0.09592331945896149
5,399,11,0.11489490419626236,0.11022898554801941,0.009331834502518177
5,400,12,0.19562555849552155,0.12380017340183258,0.14365077018737793
5,401,13,0.5951811075210571,0.4560534954071045,0.2782552242279053
5,402,14,0.14759384095668793,0.12938669323921204,0.03641429543495178
5,403,15,0.21243715286254883,0.18400752544403076,0.05685926973819733
5,404,16,0.21281245350837708,0.20196831226348877,0.021688269451260567
5,405,17,0.2323823869228363,0.1804942786693573,0.10377620905637741
5,406,18,0.1427748054265976,0.13522599637508392,0.01509762741625309
5,407,19,0.17473602294921875,0.1456460952758789,0.05817985534667969
5,408,20,0.20253372192382812,0.15769657492637634,0.08967429399490356
5,409,21,0.18160316348075867,0.1718548983335495,0.01949653960764408
5,410,22,0.13748769462108612,0.11900423467159271,0.036966923624277115
5,411,23,0.27317291498184204,0.22783294320106506,0.09067993611097336
5,412,24,0.14274653792381287,0.13290923833847046,0.01967461407184601
5,413,25,0.13043448328971863,0.12497389316558838,0.010921191424131393
5,414,26,0.1984875202178955,0.14881056547164917,0.09935389459133148
5,415,27,0.11467710882425308,0.10691262781620026,0.015528962016105652
5,416,28,0.17260724306106567,0.13377533853054047,0.07766382396221161
5,417,29,0.16611655056476593,0.1542252004146576,0.023782694712281227
5,418,30,0.14635664224624634,0.13667979836463928,0.019353684037923813
5,419,31,0.25784066319465637,0.16474533081054688,0.186190664768219
5,420,32,0.14705049991607666,0.11011262238025665,0.07387574762105942
5,421,33,0.10029356181621552,0.09217981994152069,0.0162274781614542
5,422,34,0.2049158662557602,0.17939889430999756,0.05103393644094467
5,423,35,0.15706489980220795,0.1430729478597641,0.027983911335468292
5,424,36,0.18218162655830383,0.11324562132358551,0.13787199556827545
