epoch,seconds,lr,train_mse_x,train_mse_y,train_mse_z,train_mae_x,train_mae_y,train_mae_z,train_mean_3d_error,train_classification_accuracy,train_loss,train_xyz_loss,train_class_loss,val_mse_x,val_mse_y,val_mse_z,val_mae_x,val_mae_y,val_mae_z,val_mean_3d_error,val_classification_accuracy,val_loss,val_xyz_loss,val_class_loss
11,32.8417387008667,0.0001940880768954226,0.3743477333861672,2.63786070599221,2.6786600966868797,0.48372911735428464,1.249543128564698,1.2127534706409635,2.0513606060666536,0.9977338944642279,0.07935973617416171,0.0733364523301313,0.01204656724527559,0.19854136638670214,1.1434416576160424,1.7861533980145938,0.3471086187550232,0.8303586841531312,0.9730242932618296,1.5137339547253954,0.9984871406959153,0.04415270424364825,0.04171896876369951,0.004867471714395573
12,33.23259973526001,0.0001929776485888252,0.33854385269772624,2.2759081926034006,2.647691715570205,0.45793048337502323,1.1656238170610196,1.1820692498925514,1.9602094645946302,0.995791518290709,0.07560801135804823,0.06825730017895604,0.014701422533052335,0.28740040148621065,1.3388225797806133,2.1542668277665453,0.43409328200993846,0.8597926804950847,1.0654195938456616,1.647566744851994,1.0,0.05316397985626638,0.05191288417298206,0.002502191491261598
13,33.441216707229614,0.00019177546256839815,0.32356003728565874,2.0998928567744954,2.4645355912465114,0.4505667305177915,1.1231013001960317,1.1547602971189035,1.90008892307547,0.9987050825509873,0.06796763999421992,0.06390363428537882,0.008128011626920758,0.2762776683570758,1.381792339723157,2.0957949201205857,0.4115193261681815,0.8936617154396969,1.1163695331059857,1.6680340153727338,1.0,0.051822672931987473,0.050933338476291404,0.0017786688349560556
14,34.01534676551819,0.000190482705246602,0.29540897233851254,2.0417737272342227,2.371219342331471,0.4279392777464852,1.0972851345399393,1.138150086407524,1.8637439842631647,0.9974101651019748,0.06757372053802572,0.06100992159902876,0.013127597569864558,0.1872948103340599,0.8690816126143879,1.0176243053442051,0.33461732907663133,0.7004210808273523,0.7166372535809447,1.205163759471068,1.0,0.029171617710103424,0.028606184649756023,0.0011308664468690506
15,34.171024322509766,0.00018910065241883685,0.2786041686125039,1.8245543451824786,1.882134885531716,0.4142948093828008,1.046425505416144,1.0254833626492428,1.7258941326839092,0.9987050825509873,0.055510665447137314,0.05199831235380804,0.0070247060717883985,0.2086121347055132,1.0451272338313162,1.2341736549689082,0.3555043432607954,0.7546220236935521,0.8183504297946116,1.3344000962065496,1.0,0.03435571914406299,0.03387082988923238,0.000969779011427105
16,34.46088528633118,0.00018763066800438642,0.3097255531735851,1.992590088873629,2.0299858582293804,0.4400834171237124,1.0922658228110094,1.0637091608563067,1.7982245457909491,0.9909355778569117,0.0710191286933889,0.056641796125625476,0.028754665221679472,0.25956184456460235,1.3179211118758716,1.765729058708618,0.4017759098047207,0.8704237988424374,0.9819201961407683,1.5590854996812507,0.9984871406959153,0.051332023941577834,0.04538468572447772,0.011894676286963895
17,34.618194818496704,0.00018607420270039444,0.30040354109690315,2.0402792498068965,2.3168965021975025,0.4285025358894721,1.1093055531213722,1.1393821132186934,1.866485914932404,0.9948203302039494,0.06865828441001906,0.060460455467223194,0.01639565793315281,0.16788896562111721,0.9192441213148985,1.109456694252372,0.31946925568688833,0.7485441086692637,0.7604054019599026,1.2688676369532874,1.0,0.030436996066218604,0.029482981824117422,0.0019080282994524862
18,34.78734350204468,0.0001844327925502016,0.2778715587194856,1.9247312635308758,1.803681190517891,0.41700775548453933,1.0760748910456268,1.0012964472179469,1.7340358364886934,0.9993525412754937,0.054134691207057335,0.051738703925513496,0.004791973948487141,0.207004267942166,0.9513835517433155,1.4291047660377492,0.34886533157187044,0.7271102091548303,0.8300142778751529,1.3275603007260321,1.0,0.036356728188637166,0.035614089817710436,0.0014852772746164684
19,34.65256857872009,0.00018270805742745628,0.2365453897768257,1.5994323564988195,1.8189275389004773,0.3831399224189618,0.982924937121341,1.009460976533652,1.6559753788447604,0.9977338944642279,0.05120642233595334,0.0475060877680547,0.007400669025449585,0.1183268652380685,0.7875155767766863,0.9204679826745107,0.2618605935447335,0.67457563397383,0.6932125019413982,1.1432239832567916,1.0,0.02422923508203066,0.023824236190873628,0.0008099974299859926
20,34.43717432022095,0.00018090169943749484,0.26147312414071133,1.624942309650336,1.6945707531722474,0.4055817950771402,0.9873054976137605,0.9620532940104772,1.6350444473854429,0.9977338944642279,0.05250049343856649,0.047078772004501994,0.010843443247260795,0.20175641423454804,0.9229609075364476,0.9109966484393006,0.35743539380233696,0.7175826882089681,0.6818316527466189,1.2143967609722928,1.0,0.028856359078420633,0.028213748378670703,0.0012852211568064977
21,34.66738438606262,0.00017901550123756912,0.22180232333303385,1.481067612395776,1.6336204236130298,0.37015864871473675,0.9421270576716627,0.9486358595650803,1.5725603514251758,0.9983813531887342,0.046588444763323605,0.04343567432352701,0.006305540600407467,0.1576077580993006,0.8454631287463674,1.0594883094937646,0.3050799268817757,0.6787075787196541,0.7352243385949763,1.2044265273840091,1.0,0.028322206142269716,0.027771183020476133,0.0011020461584331466
22,34.84658932685852,0.000177051324277579,0.2193197628254642,1.5487845251960792,1.1359037493146635,0.3677345567939736,0.9492459345033695,0.8082598451272922,1.4768941551398675,0.9996762706377469,0.03885737106363223,0.037242685631279346,0.003229371086154923,0.13907052114403012,0.6670722124616245,0.8757826823870822,0.2858498121714628,0.595327862091757,0.671560174939131,1.0879927532755842,1.0,0.023509566828540884,0.023041941155080715,0.0009352513959697545
23,34.94567894935608,0.00017501110696304604,0.2062854398682342,1.3313520572917983,1.1636673756578124,0.3517144380089688,0.8970231160873655,0.8115281364067969,1.4337445632969148,1.0,0.03656395372424206,0.035248585013982044,0.0026307376063172245,0.11939950321157113,0.5976984756977584,0.5689928225057028,0.2736832558116826,0.5920735213471613,0.5327147283279949,0.9825208407126469,1.0,0.017924529180471726,0.01753432466542847,0.0007804088483306716
24,35.27168035507202,0.00017289686274214123,0.19565794509604897,1.2766237160116771,1.2054696303812498,0.34631797957860294,0.8720465530736349,0.8266882792997993,1.4201236766841119,1.0,0.03604165514929274,0.03492000341830265,0.002243303400776405,0.11233558398692582,0.718744011040715,1.1739519771397025,0.2636856881284497,0.6530050531638372,0.741509639549544,1.1937669127863944,1.0,0.02681361511349678,0.026395136786345814,0.0008369567834859525
25,35.405988931655884,0.0001707106781186548,0.2080512697467452,1.3262539978126138,1.2722519877351346,0.358562362661019,0.9071228494147106,0.8355922643402781,1.4569293355895463,0.9990288119132406,0.039401025274649684,0.03673205051936544,0.005337949987121322,0.14316899765637928,0.5728768234714617,0.7192403328761391,0.2926058863006453,0.5692644321251205,0.6179538501733731,1.0193401227019017,1.0,0.020815268590054427,0.020305070842922004,0.0010203955244694226
26,35.62289905548096,0.00016845471059286893,0.1982568146997997,1.322041551979586,1.0610708988148945,0.34896805634503225,0.8904941184654248,0.7680305920591938,1.393207966220074,1.0,0.03444729653853705,0.03346785453023668,0.0019588839827954416,0.1340498588810169,0.7195562342472047,0.6433679462380921,0.2863148943198431,0.6504770125996507,0.5747705176810814,1.0409556228706949,1.0,0.020653917881097987,0.020157768048695464,0.0009922995401120854
27,35.80230736732483,0.00016613118653236524,0.19294854212285786,1.283943702658236,1.0770220538874435,0.3478352039444597,0.8772102073775637,0.7756707215239679,1.3915323200022067,1.0,0.03434655136031099,0.03314248969318335,0.0024081232419973747,0.13974681203556494,0.7360172863266291,0.605710507881984,0.29542789084107,0.6448684294176895,0.5653629952227294,1.050737903266018,1.0,0.02038883006428446,0.020020819817206142,0.0007360204668580336
28,35.99346041679382,0.00016374239897486902,0.17859637733415015,1.1758396887169489,0.9170717191217632,0.3334400924751773,0.8428807096521459,0.7241200749331518,1.3179785993038238,0.9987050825509873,0.03132718476364627,0.029499766722866617,0.003654835810061748,0.2161286393019868,1.203287745027066,0.7319755770615478,0.3710611245275085,0.871771516670077,0.6645400412324337,1.2963905334472656,0.9984871406959153,0.031759835948742106,0.02875947839553706,0.00600071477424776
29,36.29330897331238,0.00016129070536529771,0.1946173995472768,1.307547652323912,1.1636028240397742,0.34767215512029637,0.8858841018948442,0.7971850833911346,1.4080073553290944,0.9980576238264811,0.037056900153232646,0.034507041573331516,0.005099717186277418,0.10517818339834055,0.5385400769209177,0.5503979804115469,0.24700402419974693,0.5458978704894004,0.5197892210667505,0.9241437753282048,1.0,0.016640776620385957,0.01620902542205198,0.0008635024760100207
30,36.468289613723755,0.0001587785252292474,0.15559345883202422,1.0854707593167627,0.7979390913709231,0.30990948079665837,0.8053561865453699,0.6776641050408518,1.2419751921530564,0.9996762706377469,0.02706235512010524,0.02620294533233382,0.0017188193705252514,0.0837591673711064,0.4851632659265746,0.4078715009876892,0.2242627504553629,0.5358311614182281,0.4824653717825885,0.8543406499496206,1.0,0.013419430863546172,0.012975223583652554,0.0008884145185311216
31,36.50466585159302,0.00015620833778521315,0.15055537578858152,0.9729027904017761,0.7843628456076205,0.30433031732343707,0.7686997176220055,0.6624515721156552,1.2035329095674356,1.0,0.025572381701408447,0.024864951518866845,0.0014148603454859328,0.09592803505653694,0.46447805413319737,0.4819900084191119,0.24092618564253676,0.5161721897558077,0.5291652160044337,0.8919404876755154,1.0,0.014509474512037459,0.014288524920952122,0.0004418991271111587
32,36.57687997817993,0.00015358267949789974,0.15499450960526692,1.0171800250951508,0.8910490488612409,0.30833026698277044,0.7784820083045156,0.703329030114418,1.2421329698349597,1.0,0.027781592253276005,0.026853771254965388,0.0018556418932267932,0.09023014049126052,0.454302333306617,0.4820794864429468,0.23071523729863938,0.501694749956232,0.5014097218073442,0.855170046507681,1.0,0.01421276169565595,0.013973410686537195,0.00047870200009715044
33,36.61728310585022,0.00015090414157503722,0.1455825397828591,0.9556015551225311,0.8231655672245637,0.29734359492990103,0.7631317940141129,0.6820740401841321,1.2084184586712363,1.0,0.025891681104372642,0.025038479862619503,0.001706402354823819,0.08827939859497023,0.4692596992458049,0.49129242038582527,0.22528866235499304,0.5346071052839825,0.5103413961297986,0.8940152068722447,1.0,0.014465051512945437,0.014145093889690022,0.0006399152069718897
34,36.80276370048523,0.0001481753674101716,0.13878857715109014,0.9327692993252977,0.7782629889244013,0.28890908964631934,0.7383595945457688,0.661958322435492,1.1803772495031435,1.0,0.02460284030511758,0.023966364791648757,0.001272951068544164,0.10303885529153105,0.6233783713267178,0.4565619542270493,0.2514775827324156,0.582127315734771,0.4978231481993613,0.9232125592484236,1.0,0.015970481097495322,0.015578721161035654,0.0007835197556674418
35,36.791175842285156,0.00014539904997395477,0.15791308131176277,1.0743123551872256,0.7370949486151758,0.3131603160387646,0.797548215031894,0.6428047080146491,1.2143065803604398,1.0,0.026052395086259124,0.025381293154435276,0.001342203805685,0.09904481639660072,0.38650238784466856,0.42586929895513537,0.24188385356031641,0.4762538832002256,0.4868417716783763,0.8402252514676138,1.0,0.013285483215314177,0.012999759888369449,0.0005714465142262934
36,36.86613392829895,0.00014257792915650736,0.15707858602913424,0.9311465300105852,0.7091512896166375,0.3093139419049343,0.7520366510012729,0.6278118847951645,1.1684584958764024,1.0,0.024521108260260657,0.023763116689108844,0.0015159831480509019,0.12798060916375464,0.5151507381952837,0.4310758557514416,0.28585417945157743,0.5422858333443369,0.472753537765249,0.8964641646069225,1.0,0.015561601930437399,0.015327611514021969,0.00046798113800279524
37,36.9174382686615,0.00013971478906347814,0.14144393254653964,0.904590319259609,0.6754254899622361,0.2929856226875698,0.7361463180596329,0.6166982304976573,1.14151954403893,0.9996762706377469,0.02343908144181004,0.022453671207307187,0.001970820221213299,0.10595815841801769,0.46084468050912,0.4552216681337573,0.25083951762512485,0.5115206194717477,0.494815305574218,0.8733310497474381,1.0,0.014458510944402795,0.014303000998907299,0.00031101990050147325
38,37.10194730758667,0.0001368124552684679,0.14311930021061872,0.9684064697779355,0.7383850461342991,0.2970914673982758,0.7589840251444689,0.6435708484050717,1.1791814388523367,0.9990288119132406,0.026340964659397254,0.023908165446007743,0.004865598526762786,0.19564104224477702,0.954510359829024,0.5769620078775056,0.35644298025411125,0.7686083125635282,0.5452288556928534,1.1248161846859193,0.9954614220877458,0.027369091025188724,0.023741565517934656,0.0072550507594863695
39,37.19386959075928,0.00013387379202452925,0.19063658666440916,1.3302836166534968,1.3675736578277262,0.3425359219631048,0.8739965592591498,0.8469819046988692,1.4418049050056652,0.9919067659436711,0.049496084030786355,0.03732239819071794,0.0243473715972253,0.11634523965948108,0.5787218212179626,0.6882324471235636,0.2638186932331495,0.5937464810716222,0.6002851564115909,1.0160937431901016,0.9969742813918305,0.023552803539652688,0.018853874392412973,0.009397858466372548
40,37.259971618652344,0.00013090169943749485,0.17609815884655292,1.1820272184491118,1.0121827238236634,0.32639996848780967,0.8228387601092317,0.7346228577628341,1.3152589486153932,0.9980576238264811,0.03420067258123712,0.03072408450102297,0.006953175941240386,0.13001351132876213,0.6548685010370436,0.42697994431280695,0.28374751216524846,0.6212023823055666,0.48067554006417834,0.9468759747388323,1.0,0.016682366427716075,0.016537184866480585,0.0002903628579827671
41,37.225199460983276,0.00012789911060392305,0.1406882101372632,0.9041323848587288,0.7220737643132282,0.2929262989892586,0.7343830554452132,0.6484584200146825,1.1616969184220975,1.0,0.02358251651667611,0.023046597670166768,0.0010718378440118777,0.10168060448454656,0.43448787954679596,0.43761857518991076,0.26198124560934694,0.5110433610232262,0.45972195479584893,0.8481258098007871,1.0,0.014189840411364401,0.013670384365383327,0.00103891223514771
42,37.47016215324402,0.00012486898871648557,0.13353035939322508,0.8086240107127863,0.7387921276814963,0.2856446318967553,0.6913062599184598,0.6395646833454995,1.1237021285995923,0.9993525412754937,0.02346864128506427,0.02217390134631526,0.0025894799137435396,0.11182820742862488,0.5107881608059835,0.3423739496770677,0.2656120287307993,0.5376249824096865,0.4235616632020059,0.8373731246694314,1.0,0.01360646021410079,0.013445260537204962,0.0003223992244755418
43,37.64916396141052,0.00012181432413965436,0.12133322143369447,0.7693216302858737,0.7480306279585948,0.2722234177952177,0.6755800080476898,0.6443646913517945,1.1062472872303388,1.0,0.021949429136142257,0.021472739845673487,0.000953378519583005,0.08691886928546808,0.3993586841040769,0.2656617741721842,0.23610183005974983,0.483610264291922,0.3715067436402937,0.7520313941043733,1.0,0.010604120289368637,0.010464192624520877,0.0002798554248883813
44,37.65106225013733,0.00011873813145857257,0.12706771804584813,0.8029798462615503,0.6237640353073461,0.280769391212698,0.6905344493491783,0.5909288146419408,1.084614185346836,1.0,0.020857650985625927,0.020318127968389266,0.0010790457579256908,0.06481987697814849,0.3031524385518638,0.3873865193209742,0.19187194965610707,0.41987440914321417,0.4443670386806378,0.7360845946688515,1.0,0.010519218264759128,0.010394116404287394,0.0002502037081087245
45,37.74720525741577,0.00011564344650402318,0.11401668695540597,0.7754061986960883,0.5724152819397921,0.2620639549408502,0.6861582750176566,0.5715356121637475,1.0522031793319588,1.0,0.019384309500528215,0.01886695082452873,0.0010347174194964917,0.07507304524870395,0.38981493518500393,0.19998311455419313,0.2133587160557734,0.4859593848778152,0.3222959939722935,0.7087604187981263,1.0,0.00913097379438906,0.00902159431732278,0.0002187588607889576
46,37.8776581287384,0.00011253332335643054,0.12977436430904232,0.83129475841479,0.790697117074094,0.2806240552912719,0.701047503705085,0.6254100419819721,1.1178913826539547,0.9954677889284558,0.0320615092718744,0.022898494178238096,0.018326030152977384,0.15816841543893048,0.8579396393584051,0.8339574214369735,0.3072693769942614,0.7116487722353567,0.5948663154636677,1.1123133874336277,1.0,0.025418903756148425,0.024845021510561546,0.0011477644689826354
47,37.99093317985535,0.00010941083133185151,0.13375241758754702,0.9100560058317125,0.7362223705762256,0.2882524731476433,0.7462383645682243,0.6424906953865365,1.1630117812176746,0.9993525412754937,0.025362587484747276,0.02300680309350763,0.00471156894996058,0.09099336435141975,0.39091252883876504,0.3120428318335321,0.23673320862601277,0.47089473995606945,0.3894611537546686,0.755471583033113,1.0,0.01135208027834656,0.011181054284596046,0.0003420518702051057
48,38.26635503768921,0.00010627905195293144,0.12631188445432398,0.845685186105162,0.6601773990941071,0.27876917804163537,0.7133860836603295,0.5997403818799207,1.1062713745304897,0.9993525412754937,0.02202391788344161,0.021138729263481756,0.0017703770312935737,0.08832204395992492,0.41944177861293036,0.31200417736474756,0.2333195270821114,0.49702887455742584,0.4148391501445453,0.7773760811463788,1.0,0.01147061591452261,0.011314077238001369,0.0003130772274248894
49,38.277010917663574,0.00010314107590781292,0.11484488884427857,0.7679533021432291,0.5504691387002388,0.26690239835302587,0.6865793927736983,0.5581217321542213,1.0473472691539345,1.0,0.019162280074395806,0.018542195850903064,0.0012401685584638015,0.08296611233305823,0.39946149156602173,0.23611059816449925,0.2311898540260211,0.4806010221749679,0.3591529843305856,0.7295740462287291,1.0,0.010015550447112222,0.009907964160510884,0.00021517253207865646
50,38.35148811340332,0.00010000000000000009,0.11188475462023438,0.7496005265448,0.5605084659135546,0.26279023226969217,0.6683577290241987,0.564006414564731,1.0365230150306135,0.9993525412754937,0.01985778151620897,0.018402285975192733,0.0029109913369477296,0.07097328827348671,0.3975218161151557,0.3174789438810363,0.20505678707821107,0.47227683911345186,0.4218816951976782,0.76512497456099,1.0,0.010684483240776992,0.010501297118928447,0.0003663722312806312
51,38.515459060668945,9.685892409218725e-05,0.10845516336971442,0.7062472407969891,0.5698278783092455,0.25920819348600466,0.6560321226209528,0.5562674682014542,1.021276860531961,1.0,0.018633984654596723,0.018016739669727753,0.0012344898167850166,0.08031701464515952,0.3348862363783567,0.28122085450095957,0.21807442201969301,0.44446440507712776,0.3800427037179921,0.7226720801279873,1.0,0.010000065419930012,0.009861047199325644,0.0002780363551300842
52,38.68751525878906,9.372094804706874e-05,0.10886237759465112,0.7458139717791141,0.5169592629207612,0.25829406307908315,0.667228152891624,0.5423024323581684,1.0189201105524708,0.9996762706377469,0.018498944335093425,0.017662478370279046,0.0016729319607017411,0.07970151255603276,0.30990814405201783,0.2676085776532472,0.21726749163352055,0.4223828799064509,0.38187601634846513,0.7039499629102929,1.0,0.009597510107864771,0.009441714266064308,0.00031159175906834757
53,38.80544590950012,9.058916866814863e-05,0.10040531539731752,0.6803096652069537,0.5018041807689031,0.2485508563719972,0.6401394173797182,0.5320905260609052,0.9846471228928348,1.0,0.016936522305214356,0.01656260098520318,0.0007478426395135779,0.061111404567551146,0.29004974516725757,0.24072406439846114,0.19056373789523265,0.4193801057501027,0.34031440847399735,0.6575954714268671,1.0,0.008309967514358562,0.008161059318676748,0.0002978164496593482
54,38.720279693603516,8.746667664356964e-05,0.09656850216495987,0.6357065838646757,0.47925235801392985,0.24413498260705516,0.6181383154545836,0.5152382185328698,0.9561358347182985,0.9993525412754937,0.016528155980284988,0.015726808544794656,0.0016026948426164462,0.0862900970923558,0.42441784343632916,0.31866874781390725,0.22033621070965695,0.47207635325490976,0.4164175727544141,0.770522436468035,1.0,0.011469198252763402,0.011360689355187265,0.00021701791117132645
55,38.80462837219238,8.435655349597697e-05,0.09348645207178789,0.6692116238145467,0.4411430119619126,0.2377173405860612,0.638423752036053,0.5040917246810207,0.9587605915705569,1.0,0.015784676174982037,0.015373370825747489,0.0008226107868075603,0.0680163552288569,0.33956312628268476,0.21709301720588903,0.20665322922722473,0.46308370870108323,0.33702509702604583,0.6961671667632826,1.0,0.0086278670725276,0.008541288451712899,0.00017315734928275166
56,38.85990881919861,8.12618685414276e-05,0.08890836965925834,0.595235474482444,0.4475085407292893,0.2326475137566702,0.5964709526128698,0.49850464824257873,0.9267999779332915,1.0,0.014943752640435595,0.014647911802324982,0.0005916816789158503,0.06518816100306662,0.29282999074765664,0.23963430970230912,0.20244768131157995,0.421957523848033,0.36141923696659334,0.6766047456080542,1.0,0.008415030621967185,0.008334634505048868,0.00016079226747555333
57,38.809733629226685,7.818567586034584e-05,0.1000572568816867,0.6872601195730874,0.5168547611786116,0.24501303616909967,0.6415579583738259,0.5316580339865841,0.9896466825416691,1.0,0.017142094932822163,0.016809768498416623,0.0006646528398108874,0.05767986760016829,0.2805310247885838,0.3880018044528009,0.18784860763896072,0.40959033013832913,0.4445549911522108,0.7290446069345171,1.0,0.010008823934593061,0.009922477297637042,0.00017269336357913522
58,38.86113500595093,7.513101128351458e-05,0.09013713533031628,0.6298123380056513,0.46564885828247266,0.23378611745553404,0.6155654716429952,0.5057577869196701,0.9440223932189052,1.0,0.015537882001220929,0.015234039047194477,0.000607685914855419,0.08145683670188222,0.32895537079192144,0.20673512186116783,0.22138698631263537,0.444929659637128,0.32736837918026185,0.6879216856386586,1.0,0.008956188104945305,0.008855202745324996,0.0002019708084894285
59,38.87534284591675,7.210088939607715e-05,0.09244354946708247,0.652346011773403,0.430183163967361,0.23838213123754992,0.6294515470194176,0.4863658014645118,0.9425516434185094,1.0,0.015332894440765672,0.015041103255209914,0.0005835824344257739,0.05333911993860657,0.26048430083559065,0.18259736340994553,0.17963017962884253,0.39679217518908894,0.3086136220623253,0.6117641662505319,1.0,0.006908897277384816,0.00681513300695303,0.00018752843710687574
60,38.69375014305115,6.909830056250535e-05,0.08484527797674277,0.5625710806903734,0.39952549605587223,0.22806837628982954,0.5803982474418781,0.4773994460002471,0.8928615123023875,1.0,0.013896669483360406,0.01356201997468795,0.000669299057368569,0.04203856793907154,0.26277830092160315,0.1790604883531579,0.15449575468920362,0.3982297685250933,0.29716211223746575,0.5977173818221792,1.0,0.0064109718749713876,0.00633044693542929,0.0001610498157690551
61,38.37201547622681,6.612620797547093e-05,0.08122530266010634,0.5871255352258605,0.40332757018074783,0.22328219069520722,0.5946001060266023,0.47620030505327626,0.9021807417741444,1.0,0.01403821323051272,0.013674726559276738,0.0007269733666670568,0.04549948873390048,0.191141173266066,0.2138156939562799,0.16051200153968337,0.3304896058906405,0.3185314547817213,0.5653016037010389,1.0,0.006405050949434469,0.006331345461641471,0.00014741104885191854
62,38.23773121833801,6.31875447315323e-05,0.07969358319331621,0.5289124285530296,0.40726945654170416,0.21958892358549592,0.5618394973325127,0.4784330488138887,0.8789813263048127,1.0,0.013434507515957997,0.013173158648678615,0.0005226976834551132,0.06196791122973236,0.2932094232758307,0.19056059949877763,0.1991136315730985,0.41953500713054065,0.31825928969390455,0.6483610011806286,1.0,0.0076298981576695835,0.007547798424919732,0.0001641996392641011
63,38.28555464744568,6.0285210936521996e-05,0.08391889787947487,0.5648862910371029,0.37630829960831397,0.22815128961169787,0.5831335030083673,0.4655894214337449,0.885845008966181,1.0,0.013502109392105027,0.01323196141808434,0.0005402959698009419,0.07248329448988507,0.31979208309964224,0.17133203450922888,0.21686539960160017,0.44037678238122796,0.2972274677836408,0.6529177032332196,1.0,0.00802254635677215,0.007939013822987654,0.00016706517724772568
64,38.01872491836548,5.7422070843492795e-05,0.0800709811257251,0.5751966040819044,0.3672398120772688,0.22061232510952936,0.5902611635849676,0.456831042301157,0.8825055218391258,1.0,0.01330383643556197,0.013041816059682083,0.0005240406780438868,0.056831698374380325,0.3067539315360758,0.15077228445148325,0.18459339473683967,0.4168152361882797,0.2742045715609044,0.6066009908148092,1.0,0.006989619322684728,0.006919854555177571,0.00013952948338913614
